TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
134,2021-06-27,2021,2,6,26,27,California,Chula Vista,91913,Male,Adult,3,Property Manager,3795,5,5,2,2,627,66,Poor,Rental,0,3455,942687.0,993188.0,4.7,12251.0,0,0
135,2023-02-20,2023,1,2,8,20,Nebraska,Lincoln,73901,Female,Middle Aged,1,Listing Coordinator,3724,5,5,2,2,94,25,Average,Sale,0,8209,185065.0,462190.0,5.0,48637.0,0,0
136,2021-12-27,2021,4,12,52,27,Texas,Austin,78721,Male,Middle Aged,3,Leasing Consultant,1687,3,3,2,1,20,36,Poor,Sale,3,6249,625507.0,790083.0,3.8,26830.0,37,254
137,2022-12-26,2022,4,12,52,26,North Carolina,Charlotte,28247,Female,Senior,2,Leasing Consultant,1300,2,2,1,1,234,64,Poor,Sale,1,0,974447.0,652111.0,5.8,18893.0,100,1428
138,2023-02-24,2023,1,2,8,24,Missouri,Kansas City,64114,Male,Middle Aged,2,Listing Coordinator,1878,3,3,2,1,39,68,Average,Rental,1,0,914681.0,331757.0,5.3,47208.0,9,65
139,2023-01-26,2023,1,1,4,26,Washington,Tacoma,98411,Female,Middle Aged,3,Listing Coordinator,4568,6,6,3,2,865,62,Excellent,Sale,0,6315,625653.0,208218.0,5.8,39937.0,0,19
140,2022-05-30,2022,2,5,22,30,Texas,Lubbock,79405,Male,Adult,2,Leasing Consultant,2919,4,4,2,1,220,39,Average,Rental,1,8525,389307.0,702038.0,4.2,4915.0,82,431
141,2022-06-23,2022,2,6,25,23,West Virginia,Charleston,25326,Male,Senior,1,Leasing Consultant,4622,6,6,3,2,396,37,Poor,Sale,1,3582,213486.0,631727.0,4.9,19575.0,70,0
142,2021-05-06,2021,2,5,18,6,West Virginia,Charleston,25362,Male,Adult,1,Listing Coordinator,3797,5,5,2,2,468,59,Excellent,Sale,1,1473,540901.0,274420.0,3.6,2744.0,81,66
143,2021-01-07,2021,1,1,1,7,Kentucky,Louisville,40225,Female,Adult,5,Broker Associate,1906,3,3,2,1,277,72,Excellent,Sale,1,13865,698503.0,864185.0,4.4,37912.0,117,0
144,2022-10-07,2022,4,10,40,7,Minnesota,Young America,55573,Male,Middle Aged,2,Real Estate Agent,2746,4,4,2,1,545,64,Excellent,Sale,1,4292,611947.4,850858.0,2.4,15241.0,110,75
145,2022-09-22,2022,3,9,38,22,Indiana,Indianapolis,46247,Female,Middle Aged,1,Listing Coordinator,1119,2,2,1,1,160,17,Average,Sale,1,9860,216212.0,484800.0,2.5,19387.0,39,994
146,2021-01-04,2021,1,1,1,4,Texas,Fort Worth,76134,Female,Senior,2,Property Manager,1795,3,3,2,1,156,1,Average,Sale,0,0,182280.0,568284.0,3.9,48060.0,0,495
147,2023-09-13,2023,3,9,37,13,Florida,Ocala,44983,Male,Middle Aged,5,Real Estate Agent,3671,5,5,2,2,640,15,Average,Sale,1,2135,300904.0,549146.0,4.2,42800.0,69,126
148,2022-11-19,2022,4,11,47,19,Illinois,Chicago,60624,Female,Senior,3,Real Estate Agent,2239,3,3,2,1,324,51,Poor,Sale,2,0,971314.0,590804.0,3.8,1643.0,76,902
149,2022-04-08,2022,2,4,14,8,Minnesota,Duluth,52660,Male,Adult,5,Broker Associate,2289,3,3,2,1,345,9,Average,Sale,0,1480,636352.0,474739.0,3.4,49181.0,0,0
150,2023-06-19,2023,2,6,25,19,Texas,Abilene,79699,Female,Senior,4,Real Estate Agent,2707,4,4,2,1,45,40,Average,Sale,1,0,302991.0,658344.0,3.8,37118.0,88,1616
151,2022-06-13,2022,2,6,24,13,New York,Syracuse,13217,Female,Adult,4,Broker Associate,3581,4,4,2,2,383,31,Average,Sale,1,0,113755.0,781683.0,2.2,8939.0,27,0
152,2022-02-24,2022,1,2,8,24,California,Sacramento,83683,Female,Middle Aged,4,Listing Coordinator,4781,6,6,3,2,341,33,Poor,Sale,2,0,518101.0,332649.0,12.463888362808849,41461.0,113,187
153,2022-11-09,2022,4,11,45,9,Arizona,Phoenix,84050,Female,Middle Aged,1,Real Estate Agent,1719,3,3,2,1,191,21,Poor,Rental,2,5117,859680.0,494974.0,3.3,38545.0,42,0
154,2023-09-18,2023,3,9,38,18,Virginia,Virginia Beach,23464,Female,Middle Aged,3,Real Estate Agent,3044,4,4,2,2,445,62,Poor,Sale,0,7199,691544.0,320032.0,5.0,38243.0,0,693
155,2022-11-12,2022,4,11,46,12,Utah,Salt Lake City,84199,Male,Middle Aged,3,Broker Associate,4543,6,6,3,2,517,62,Excellent,Sale,2,4073,636421.0,159701.0,2.2,2569.0,31,1172
156,2023-05-25,2023,2,5,21,25,Missouri,Saint Louis,63131,Female,Adult,4,Property Manager,1693,3,3,2,1,180,32,Poor,Sale,0,3663,848029.0,329542.0,3.9,11981.0,0,77
157,2023-07-22,2023,3,7,29,22,Ohio,Columbus,43204,Male,Senior,4,Leasing Consultant,4370,5,5,2,2,747,70,Excellent,Sale,1,3099,815106.0,365534.0,9.17069273993664,33522.0,75,1228
158,2021-10-28,2021,4,10,43,28,New Mexico,Santa Fe,82520,Male,Middle Aged,3,Broker Associate,4600,6,6,3,2,598,24,Poor,Rental,2,0,365646.0,353011.0,4.0,29436.0,78,0
159,2021-09-30,2021,3,9,39,30,California,Oakland,94616,Female,Middle Aged,5,Property Manager,3840,5,5,2,2,676,22,Average,Sale,1,10832,630895.0,499330.0,3.3,38840.0,170,0
160,2023-07-28,2023,3,7,30,28,Washington,Seattle,98148,Male,Middle Aged,3,Property Manager,519,1,1,1,1,71,22,Average,Rental,1,0,858926.0,902423.0,5.0,22282.0,59,0
161,2021-04-16,2021,2,4,16,16,Pennsylvania,Levittown,19058,Female,Adult,4,Real Estate Agent,2532,4,4,2,1,304,5,Average,Sale,1,3669,686872.0,776761.0,4.4,36432.0,157,0
162,2023-03-21,2023,1,3,12,21,Florida,Orlando,32835,Male,Adult,3,Leasing Consultant,3555,4,4,2,2,667,35,Average,Rental,0,5374,603737.6,973166.0,4.4,46457.0,0,137
163,2021-09-04,2021,3,9,36,4,Texas,San Antonio,78215,Male,Adult,4,Leasing Consultant,1691,3,3,2,1,295,52,Poor,Rental,0,0,255264.0,548825.0,3.7,18816.0,0,0
164,2021-05-09,2021,2,5,19,9,Texas,Dallas,75216,Male,Adult,1,Property Manager,2428,4,4,2,1,207,50,Excellent,Sale,1,0,150932.0,736121.0,5.2,30492.0,54,0
165,2023-02-02,2023,1,2,5,2,Texas,Lubbock,79405,Male,Adult,4,Real Estate Agent,1172,2,2,1,1,176,42,Poor,Sale,0,8107,482013.0,661624.0,3.6,47238.0,0,605
166,2021-06-14,2021,2,6,24,14,California,Los Angeles,90030,Female,Senior,1,Broker Associate,649,1,1,1,1,19,39,Poor,Rental,1,0,201708.0,774277.0,2.4,2909.0,55,0
167,2021-12-22,2021,4,12,51,22,California,Irvine,92717,Female,Senior,2,Leasing Consultant,2646,4,4,2,1,176,73,Average,Rental,2,7985,115364.0,590448.0,4.5,44270.0,150,81
168,2023-09-07,2023,3,9,36,7,New York,Brooklyn,11225,Male,Middle Aged,2,Listing Coordinator,1399,2,2,1,1,132,34,Excellent,Sale,0,15039,499677.0,584151.0,4.1,44279.0,0,362
169,2021-12-12,2021,4,12,50,12,Wisconsin,Green Bay,54313,Female,Adult,3,Leasing Consultant,4874,6,6,3,2,409,70,Poor,Sale,1,0,451393.0,726591.0,5.3,1060.0,72,810
170,2023-05-01,2023,2,5,18,1,Kansas,Wichita,65388,Female,Adult,4,Listing Coordinator,4734,6,6,3,2,62,14,Excellent,Rental,0,0,412846.0,674721.0,4.7,26084.0,0,1229
171,2022-07-27,2022,3,7,30,27,Massachusetts,Boston,2119,Female,Middle Aged,2,Leasing Consultant,1774,3,3,2,1,213,73,Average,Sale,0,5775,260126.0,785121.0,3.6,11406.0,0,0
172,2023-04-16,2023,2,4,16,16,West Virginia,Charleston,25356,Male,Middle Aged,4,Listing Coordinator,4249,5,5,2,2,467,11,Poor,Rental,2,13439,784100.0,636382.0,5.3,33468.0,34,328
173,2021-12-02,2021,4,12,48,2,Nebraska,Omaha,68105,Male,Middle Aged,2,Listing Coordinator,3295,4,4,2,2,175,71,Excellent,Sale,1,3503,988028.0,379396.0,2.3,10872.0,18,31
174,2021-12-08,2021,4,12,49,8,Michigan,Kalamazoo,49006,Female,Adult,1,Property Manager,3491,4,4,2,2,291,10,Average,Sale,1,5556,756350.0,529381.0,5.1,18433.0,180,0
175,2021-02-04,2021,1,2,5,4,Louisiana,Lafayette,70593,Female,Adult,2,Property Manager,3794,5,5,2,2,268,27,Excellent,Rental,2,1863,178073.0,825415.0,3.9,43841.0,37,0
176,2022-07-05,2022,3,7,27,5,Texas,Lubbock,73189,Female,Middle Aged,5,Property Manager,2627,4,4,2,1,386,49,Poor,Rental,2,13322,577866.0,248122.0,14.53156108688468,36056.0,147,1044
177,2022-10-12,2022,4,10,41,12,Maryland,Baltimore,21203,Female,Adult,5,Broker Associate,2425,4,4,2,1,191,7,Average,Sale,1,7241,863636.0,942555.0,4.9,21801.0,136,312
178,2023-08-03,2023,3,8,31,3,Florida,Jacksonville,32215,Female,Adult,4,Property Manager,2855,4,4,2,1,198,32,Poor,Sale,1,991,342141.0,258172.0,4.3,42939.0,137,677
179,2021-01-27,2021,1,1,4,27,Texas,Dallas,75236,Female,Middle Aged,1,Listing Coordinator,1712,3,3,2,1,108,40,Average,Rental,0,5540,510797.0,889480.0,3.6,29997.0,0,0
180,2023-10-06,2023,4,10,40,6,Massachusetts,Springfield,1152,Female,Adult,2,Property Manager,2478,4,4,2,1,255,46,Excellent,Rental,1,0,143155.2,368039.0,7.052513456454343,25956.0,22,142
181,2021-10-18,2021,4,10,42,18,California,Santa Rosa,95405,Male,Middle Aged,4,Listing Coordinator,4726,6,6,3,2,114,71,Average,Sale,1,0,822365.0,843567.0,6.0,49206.0,119,0
182,2021-02-13,2021,1,2,7,13,Oregon,Portland,97229,Male,Adult,1,Leasing Consultant,1193,2,2,1,1,21,66,Excellent,Sale,2,13503,374065.0,812139.0,3.6,8770.0,77,0
183,2021-03-03,2021,1,3,9,3,Connecticut,Stamford,6922,Female,Senior,2,Broker Associate,1061,2,2,1,1,27,39,Excellent,Sale,0,10893,936517.0,342775.0,5.2,931.0,0,0
184,2021-12-30,2021,4,12,52,30,Wyoming,Cheyenne,82007,Male,Adult,4,Leasing Consultant,1442,3,3,1,1,112,66,Poor,Sale,0,0,589225.0,531067.0,2.9,10954.0,0,378
185,2023-06-20,2023,2,6,25,20,Florida,Bradenton,34210,Female,Middle Aged,5,Listing Coordinator,3292,4,4,2,2,301,19,Excellent,Sale,2,0,988488.0,314843.0,3.1,15377.0,36,524
186,2022-06-09,2022,2,6,23,9,Kentucky,Lexington,40510,Female,Adult,4,Real Estate Agent,3573,4,4,2,2,267,59,Poor,Sale,2,0,103425.0,819905.0,2.2,22250.0,135,0
187,2021-12-26,2021,4,12,52,26,Florida,Tallahassee,32304,Female,Adult,3,Broker Associate,4258,5,5,2,2,62,59,Average,Sale,3,4224,111736.0,924349.0,2.5,37234.0,152,38
188,2023-05-06,2023,2,5,18,6,California,San Bernardino,92415,Male,Senior,1,Listing Coordinator,3514,4,4,2,2,48,70,Average,Sale,2,12753,795396.0,677000.0,5.6,16478.0,86,175
189,2023-05-13,2023,2,5,19,13,New York,Jamaica,11407,Female,Adult,1,Leasing Consultant,603,1,1,1,1,71,73,Excellent,Rental,0,0,807831.0,885666.0,5.4,14505.0,0,151
190,2022-05-13,2022,2,5,19,13,Alabama,Huntsville,32912,Male,Middle Aged,2,Real Estate Agent,4553,6,6,3,2,209,15,Poor,Rental,1,10383,372298.0,625737.0,2.3,21430.0,85,0
191,2023-05-27,2023,2,5,21,27,California,San Jose,95160,Female,Middle Aged,4,Listing Coordinator,3631,5,5,2,2,229,47,Average,Rental,0,10205,536238.8,658079.0,2.7,17905.0,0,384
192,2023-02-12,2023,1,2,7,12,California,Sacramento,95818,Male,Middle Aged,2,Broker Associate,1844,3,3,2,1,360,38,Average,Rental,2,9251,355641.0,414657.0,2.0,21683.0,128,1094
193,2021-04-30,2021,2,4,18,30,Texas,Dallas,75342,Female,Middle Aged,4,Leasing Consultant,3387,4,4,2,2,315,36,Poor,Sale,1,1854,547747.0,506839.0,5.7,7286.0,79,0
194,2022-12-15,2022,4,12,50,15,California,Stockton,95298,Male,Middle Aged,3,Leasing Consultant,4087,5,5,2,2,597,64,Average,Sale,1,8033,743654.0,816126.0,4.5,34019.0,126,1065
195,2022-08-11,2022,3,8,32,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,223756.0,4.9,20556.0,0,1060
196,2023-07-08,2023,3,7,27,8,Minnesota,Minneapolis,55428,Female,Middle Aged,2,Listing Coordinator,4969,6,6,3,2,480,18,Excellent,Rental,2,2681,27269.0,917787.0,4.6,38089.0,105,478
197,2021-10-27,2021,4,10,43,27,California,San Jose,95128,Male,Senior,5,Real Estate Agent,1470,3,3,1,1,111,10,Excellent,Sale,1,4302,423656.0,347268.0,3.4,28729.0,84,0
198,2023-07-28,2023,3,7,30,28,Texas,Houston,77245,Male,Senior,1,Listing Coordinator,2988,4,4,2,1,291,44,Excellent,Rental,2,0,417781.6,862217.0,2.2,12110.0,17,289
199,2023-02-18,2023,1,2,7,18,Texas,Amarillo,82196,Female,Middle Aged,5,Property Manager,4568,6,6,3,2,16,62,Average,Rental,1,8227,577425.0,814017.0,5.8,14787.0,51,880
200,2021-06-30,2021,2,6,26,30,Michigan,Dearborn,48126,Male,Middle Aged,5,Property Manager,3564,4,4,2,2,595,5,Poor,Rental,1,2211,770676.0,466418.0,2.2,40945.0,125,0
201,2021-02-19,2021,1,2,8,19,Ohio,Columbus,43204,Male,Middle Aged,2,Property Manager,2140,3,3,2,1,267,7,Average,Sale,0,1720,584466.0,842675.0,5.0,1051.0,0,0
202,2021-10-02,2021,4,10,40,2,California,Los Angeles,90040,Male,Adult,2,Listing Coordinator,1510,3,3,2,1,219,48,Excellent,Rental,2,8225,133362.0,374241.0,3.2,16278.0,79,826
203,2022-04-24,2022,2,4,17,24,Texas,Abilene,79605,Female,Adult,2,Property Manager,1420,3,3,1,1,36,34,Poor,Sale,2,5040,476205.0,729357.0,5.4,28727.0,103,1131
204,2022-02-16,2022,1,2,7,16,Florida,Cape Coral,33915,Female,Adult,1,Leasing Consultant,2040,3,3,2,1,57,43,Average,Rental,2,0,29542.0,664322.0,5.0,14971.0,106,0
205,2022-03-14,2022,1,3,11,14,Florida,Sarasota,34276,Male,Middle Aged,1,Broker Associate,1387,2,2,1,1,112,47,Excellent,Rental,0,5937,898919.0,229505.0,4.6,45912.0,0,838
206,2021-10-22,2021,4,10,43,22,Washington,Vancouver,93010,Male,Adult,3,Broker Associate,751,1,1,1,1,85,11,Poor,Rental,0,0,161675.0,820448.0,3.2,23339.0,0,133
207,2021-08-04,2021,3,8,31,4,North Carolina,Raleigh,27605,Male,Adult,4,Broker Associate,3451,4,4,2,2,383,33,Average,Sale,1,0,329583.6,152888.0,5.4,7938.0,134,125
208,2021-08-26,2021,3,8,34,26,Colorado,Colorado Springs,80935,Male,Middle Aged,3,Real Estate Agent,1956,3,3,2,1,339,50,Average,Sale,1,4457,851028.0,190714.0,5.2,41805.0,38,954
209,2022-11-02,2022,4,11,44,2,New Jersey,Paterson,7544,Male,Adult,1,Listing Coordinator,676,1,1,1,1,127,15,Poor,Rental,2,0,178262.0,750240.0,3.6,5997.0,20,1199
210,2021-06-29,2021,2,6,26,29,Texas,Houston,77070,Male,Middle Aged,4,Real Estate Agent,1434,3,3,1,1,162,26,Excellent,Sale,0,0,164025.0,240429.0,5.8,31462.0,0,526
211,2022-09-29,2022,3,9,39,29,Florida,Orlando,32803,Male,Senior,4,Leasing Consultant,3814,5,5,2,2,717,31,Average,Rental,0,9150,761255.0,403417.0,4.2,34905.0,0,498
212,2023-09-02,2023,3,9,35,2,Texas,Amarillo,79165,Female,Adult,3,Broker Associate,4081,5,5,2,2,633,31,Average,Rental,2,2591,848651.0,351095.0,2.7,8209.0,113,0
213,2022-05-05,2022,2,5,18,5,New Hampshire,Manchester,3105,Male,Adult,2,Listing Coordinator,814,1,1,1,1,94,44,Excellent,Sale,3,0,24543.0,484805.0,4.5,37815.0,47,0
214,2021-11-05,2021,4,11,45,5,Wyoming,Cheyenne,82007,Male,Middle Aged,2,Property Manager,2229,3,3,2,1,404,57,Excellent,Sale,0,0,190107.0,952285.0,4.8,32636.0,0,0
215,2021-11-24,2021,4,11,47,24,Ohio,Toledo,43699,Female,Senior,5,Listing Coordinator,4328,5,5,2,2,808,69,Average,Sale,1,8197,518206.0,382682.0,2.1,20823.0,119,0
216,2022-02-12,2022,1,2,7,12,Tennessee,Knoxville,37995,Male,Senior,5,Broker Associate,3570,4,4,2,2,325,23,Average,Sale,2,10107,233699.0,903729.0,4.8,21735.0,9,0
217,2021-08-23,2021,3,8,34,23,Texas,Austin,78744,Female,Adult,2,Broker Associate,1252,2,2,1,1,117,15,Excellent,Rental,3,0,320322.0,247802.0,2.5,33378.0,134,0
218,2023-02-28,2023,1,2,9,28,Georgia,Valdosta,31605,Female,Senior,3,Listing Coordinator,3588,4,4,2,2,362,41,Excellent,Rental,3,0,658220.0,746327.0,2.3,47375.0,80,253
219,2021-05-26,2021,2,5,21,26,Oregon,Portland,97221,Male,Senior,2,Real Estate Agent,1845,3,3,2,1,276,67,Poor,Sale,1,19634,184460.0,277757.0,5.9,32838.0,115,0
220,2022-11-06,2022,4,11,45,6,New York,Great Neck,11024,Male,Middle Aged,3,Real Estate Agent,3682,5,5,2,2,475,44,Average,Sale,0,7713,35543.0,574318.0,2.0,17076.0,0,77
221,2021-10-30,2021,4,10,44,30,North Carolina,Wilmington,28405,Female,Middle Aged,1,Real Estate Agent,1131,2,2,1,1,188,41,Poor,Sale,0,7421,395844.0,454808.0,2.9,48735.0,0,993
222,2022-10-05,2022,4,10,40,5,Connecticut,Hartford,6140,Male,Middle Aged,1,Property Manager,652,1,1,1,1,121,9,Average,Rental,2,15292,492818.0,862838.0,2.2,11010.0,132,0
223,2022-02-28,2022,1,2,9,28,Tennessee,Memphis,38161,Female,Middle Aged,5,Property Manager,3976,5,5,2,2,138,5,Poor,Rental,2,0,670595.0,387532.0,4.2,17340.0,156,0
224,2023-09-30,2023,3,9,39,30,Texas,El Paso,88519,Male,Senior,1,Leasing Consultant,3247,4,4,2,2,271,17,Average,Rental,1,4385,747481.0,959678.0,3.5,13758.0,78,952
225,2022-10-18,2022,4,10,42,18,Arizona,Glendale,85311,Female,Senior,4,Leasing Consultant,3473,4,4,2,2,328,6,Excellent,Rental,1,8722,139597.0,917329.0,4.8,39295.0,45,120
226,2022-03-15,2022,1,3,11,15,Texas,Houston,66493,Female,Middle Aged,1,Broker Associate,2441,4,4,2,1,242,30,Average,Sale,2,5407,513601.8,556545.0,3.6,13804.0,109,0
227,2023-06-11,2023,2,6,24,11,Texas,Austin,78769,Male,Senior,1,Leasing Consultant,1677,3,3,2,1,45,30,Average,Sale,0,0,790403.0,611077.0,2.6,27791.0,0,1602
228,2022-02-10,2022,1,2,6,10,Michigan,Saginaw,48609,Female,Adult,2,Real Estate Agent,705,1,1,1,1,65,46,Average,Rental,0,8682,584316.0,524520.0,5.7,34603.0,0,643
229,2022-06-22,2022,2,6,25,22,Kansas,Wichita,65388,Female,Adult,5,Property Manager,3799,5,5,2,2,304,22,Excellent,Sale,1,0,903336.0,733919.0,4.4,28133.0,106,63
230,2022-07-16,2022,3,7,29,16,Oregon,Portland,97221,Male,Middle Aged,4,Leasing Consultant,2719,4,4,2,1,414,49,Average,Sale,3,2735,849519.0,677597.0,3.8,48012.0,68,0
231,2023-12-23,2023,4,12,51,23,Florida,Fort Lauderdale,33330,Female,Middle Aged,3,Broker Associate,2865,4,4,2,1,217,42,Excellent,Sale,1,819,583023.0,973958.0,5.1,6130.0,27,734
232,2021-03-01,2021,1,3,9,1,Texas,El Paso,79923,Female,Senior,4,Broker Associate,2570,4,4,2,1,222,45,Average,Sale,1,4232,316271.0,485490.0,2.3,30079.0,134,77
233,2023-01-24,2023,1,1,4,24,Florida,Clearwater,34620,Male,Adult,3,Property Manager,3188,4,4,2,2,93,48,Poor,Rental,1,9199,615978.0,930761.0,5.8,1748.0,46,22
234,2023-03-25,2023,1,3,12,25,Florida,Tampa,33673,Male,Middle Aged,1,Listing Coordinator,3852,5,5,2,2,560,68,Poor,Sale,1,0,483967.0,842323.0,2.536200483662443,21363.0,51,620
235,2022-12-06,2022,4,12,49,6,Texas,Houston,66493,Male,Middle Aged,3,Real Estate Agent,1712,3,3,2,1,305,56,Poor,Sale,0,1268,885559.0,479946.0,4.9,33184.0,0,0
236,2021-02-07,2021,1,2,6,7,Massachusetts,Springfield,1114,Male,Middle Aged,4,Broker Associate,2474,4,4,2,1,178,31,Average,Sale,1,9522,41461.0,239570.0,4.5,3160.0,111,0
237,2022-12-13,2022,4,12,50,13,Colorado,Aurora,80044,Male,Middle Aged,3,Property Manager,577,1,1,1,1,23,11,Poor,Rental,2,3295,652913.0,784265.0,2.4,12777.0,129,60
238,2023-02-21,2023,1,2,8,21,Ohio,Cincinnati,45264,Male,Middle Aged,5,Real Estate Agent,4042,5,5,2,2,538,28,Excellent,Sale,2,2983,30403.0,711140.0,2.1,6212.0,101,443
239,2022-09-07,2022,3,9,36,7,Alabama,Montgomery,36134,Female,Middle Aged,5,Listing Coordinator,3935,5,5,2,2,321,60,Average,Sale,0,17684,577295.0,552673.0,2.1,41523.0,0,0
240,2023-03-13,2023,1,3,11,13,New York,Jamaica,11407,Female,Adult,1,Leasing Consultant,603,1,1,1,1,71,73,Excellent,Rental,0,0,807831.0,336543.0,4.7,28698.0,0,90
241,2022-11-07,2022,4,11,45,7,Texas,El Paso,79911,Male,Middle Aged,4,Broker Associate,2220,3,3,2,1,136,29,Poor,Rental,1,0,719423.0,909031.0,3.4,44468.0,35,816
242,2021-05-04,2021,2,5,18,4,Louisiana,Lafayette,70593,Female,Adult,2,Property Manager,3794,5,5,2,2,268,27,Excellent,Rental,2,1863,178073.0,449262.0,3.4,15073.0,126,0
243,2021-05-06,2021,2,5,18,6,Ohio,Youngstown,44511,Male,Middle Aged,2,Listing Coordinator,4682,6,6,3,2,766,53,Poor,Sale,2,0,38023.0,431363.0,5.0,12915.0,105,0
244,2022-07-20,2022,3,7,29,20,Mississippi,Gulfport,39505,Male,Senior,1,Broker Associate,1762,3,3,2,1,167,35,Average,Rental,0,8388,218108.6,361541.0,4.6,28934.0,0,1293
245,2022-11-08,2022,4,11,45,8,Texas,Dallas,75392,Female,Adult,3,Real Estate Agent,3935,5,5,2,2,340,9,Excellent,Sale,1,0,142030.0,404810.0,3.6,42839.0,121,450
246,2021-01-27,2021,1,1,4,27,Connecticut,Hartford,6105,Male,Senior,3,Broker Associate,3278,4,4,2,2,622,42,Average,Sale,2,8591,498698.6,687253.0,3.9,8166.0,56,633
247,2023-01-02,2023,1,1,1,2,New Jersey,Paterson,7544,Male,Adult,1,Listing Coordinator,676,1,1,1,1,127,15,Poor,Rental,2,0,178262.0,972023.0,1.813331577544976,17626.0,81,1260
248,2022-08-01,2022,3,8,31,1,New Hampshire,Portsmouth,3804,Male,Adult,2,Real Estate Agent,1305,2,2,1,1,136,66,Poor,Sale,2,8230,209683.0,301549.0,3.7,21216.0,107,41
249,2022-07-09,2022,3,7,28,9,California,Sacramento,94245,Female,Adult,1,Leasing Consultant,1409,2,3,1,1,168,33,Poor,Rental,2,13039,537300.0,153974.0,3.9,37581.0,48,909
250,2023-03-11,2023,1,3,10,11,Texas,Austin,78769,Male,Senior,1,Leasing Consultant,1677,3,3,2,1,45,30,Average,Sale,0,0,790403.0,666678.0,4.9,22785.0,0,1510
251,2021-01-19,2021,1,1,3,19,Michigan,Detroit,48295,Male,Adult,5,Broker Associate,1262,2,2,1,1,234,73,Poor,Sale,2,0,317080.0,720157.0,5.6,20871.0,138,269
252,2023-06-15,2023,2,6,24,15,Florida,Lake Worth,33467,Male,Senior,5,Real Estate Agent,2165,3,3,2,1,340,16,Poor,Sale,1,6166,252409.0,307480.0,3.3,20756.0,67,884
253,2023-09-21,2023,3,9,38,21,Arizona,Phoenix,89514,Male,Senior,4,Real Estate Agent,589,1,1,1,1,30,48,Average,Rental,0,6243,527573.0,459479.0,2.5,42575.0,0,1068
254,2021-01-10,2021,1,1,2,10,Michigan,Kalamazoo,49006,Male,Middle Aged,4,Listing Coordinator,3997,5,5,2,2,584,28,Poor,Rental,1,10764,80219.0,191374.0,4.5,28478.0,19,422
255,2023-09-19,2023,3,9,38,19,New York,Syracuse,13217,Male,Middle Aged,1,Property Manager,1271,2,2,1,1,29,64,Excellent,Sale,3,7102,428691.0,610408.0,12.463888362808849,41461.0,104,1023
256,2022-12-27,2022,4,12,52,27,Tennessee,Chattanooga,37416,Female,Senior,4,Leasing Consultant,2463,4,4,2,1,184,33,Average,Sale,2,18953,586140.0,926316.0,2.438044900444341,22584.0,9,193
257,2022-08-25,2022,3,8,34,25,California,Fresno,93726,Female,Middle Aged,5,Listing Coordinator,3616,5,5,2,2,538,56,Poor,Sale,1,5118,307673.0,343864.0,2.3,34548.0,98,1041
258,2022-07-16,2022,3,7,29,16,Oregon,Portland,97221,Male,Middle Aged,4,Leasing Consultant,2719,4,4,2,1,414,49,Average,Sale,3,2735,849519.0,948230.0,5.5,37533.0,68,0
259,2022-09-29,2022,3,9,39,29,Florida,Orlando,32803,Male,Senior,4,Leasing Consultant,3814,5,5,2,2,717,31,Average,Rental,0,9150,761255.0,325806.0,4.4,28087.0,0,498
260,2021-05-06,2021,2,5,18,6,Tennessee,Memphis,38131,Male,Adult,4,Broker Associate,888,1,1,1,1,79,15,Poor,Rental,1,4687,281791.0,505300.0,5.2,37534.0,150,0
261,2023-07-07,2023,3,7,27,7,Missouri,Kansas City,64144,Female,Adult,4,Real Estate Agent,3840,5,5,2,2,705,49,Excellent,Sale,0,1923,884216.0,477774.0,3.6,8700.0,0,1261
262,2022-10-22,2022,4,10,43,22,Louisiana,Baton Rouge,70883,Female,Senior,5,Real Estate Agent,3320,4,4,2,2,292,52,Average,Sale,2,10869,362815.0,933556.0,2.1,40535.0,174,1296
263,2023-04-06,2023,2,4,14,6,California,San Bernardino,92415,Male,Senior,1,Listing Coordinator,3514,4,4,2,2,48,70,Average,Sale,2,12753,795396.0,956571.0,2.1,41730.0,56,145
264,2023-06-15,2023,2,6,24,15,Texas,Houston,77240,Female,Middle Aged,3,Leasing Consultant,4162,5,5,2,2,805,65,Average,Sale,0,0,192327.0,270991.0,3.3,25970.0,0,587
265,2023-11-29,2023,4,11,48,29,California,Chula Vista,91913,Male,Senior,4,Real Estate Agent,2607,4,4,2,1,134,72,Poor,Rental,1,1193,867543.0,586585.0,3.0,36463.0,22,362
266,2022-03-22,2022,1,3,12,22,Kansas,Wichita,65388,Female,Adult,5,Property Manager,3799,5,5,2,2,304,22,Excellent,Sale,1,0,903336.0,704818.0,4.1,3309.0,14,0
267,2023-04-25,2023,2,4,17,25,Georgia,Atlanta,30386,Female,Senior,1,Listing Coordinator,2127,3,3,2,1,388,30,Excellent,Rental,0,829,830677.0,933620.0,2.4,7127.0,0,69
268,2021-06-28,2021,2,6,26,28,Mississippi,Jackson,39282,Female,Middle Aged,3,Real Estate Agent,2450,4,4,2,1,450,43,Average,Rental,1,16297,979209.0,237664.0,3.9,43841.0,76,0
